Year;Month;Day;Site;Name;Pittag;Eartags;ID;2013;2014;2015;2016;2017;Age;survival;age_censored;status;Sex;Age 1st capture;comments
2016;5;14;3;turnip;;74-74;615;;;;4;1;1+;1;0;;2;4;
2016;5;14;3;lettuce;;75-75;616;;;;4;0;0;0;1;;2;4;
2016;5;14;3;gayflag;;76-76;617;;;;4;0;0;0;1;;1;4;
2016;5;14;3;;;77-77;618;;;;4;0;0;0;1;;2;4;
2016;5;16;3;;;78-78;619;;;;4;0;0;0;1;;1;4;
2016;5;19;2;;;79-79;620;;;;4;0;0;0;1;;1;4;
2016;5;25;1;squid;;80-80;621;;;;4;0;0;0;1;;2;4;
2016;6;1;2;bar A;;81-81;622;;;;4;0;0;0;1;;2;4;
2016;6;1;2;;;82-82;623;;;;4;0;0;0;1;;2;4;
2016;6;1;2;bar H;;83-83;624;;;;4;1;1+;1;0;;2;4;
2016;6;7;2;dagger;;84-84;625;;;;4;1;1+;1;0;;2;4;
2016;6;8;3;;;85-85;626;;;;4;0;0;0;1;;2;4;
2016;6;8;3;lexa;;86-86;627;;;;4;0;0;0;1;;2;4;
2016;6;8;3;demon;;87-x;628;;;;2;0;1+;1;0;;1;2;
2016;6;9;2;Max;;88-88;629;;;;4;1;1+;1;0;;1;4;
2016;6;9;2;Thor;;89-89;630;;;;4;0;0;0;1;;1;4;
2016;6;9;2;divided;;90-90;631;;;;4;0;0;0;1;;2;4;
2016;6;10;3;Zarza;;91-91;632;;;;4;0;0;0;1;;2;4;
2016;6;10;3;present / regalo;;92-92;633;;;;4;1;1+;1;0;;2;4;
2016;6;21;3;mountains;;93-93;634;;;;1;1;2+;2;0;;2;1;
2016;5;19;2;black widow;4C3A3D736E;lost;black widow;;;;1;0;2+;2;0;;2;4;
2016;5;26;2;poison ivy;4C3A4F483F;lost;poison ivy;;;;4;1;1+;1;0;;2;4;has a short tail, got attacked by a raven last year
2015;7;6;3;;4C3B09282B;lost;s1;;;;4;;0+;0;0;;2;4;
2016;5;11;2;superman;4C3A216955;lost;superman;;;;4;;0+;0;0;;1;4;
